Quotation_ID,Date,Client,Project,Item,Unit,Quantity,Cement_Bags,Sand_CFT,Aggregate_CFT,Steel_Kg,Bricks_Nos,Water_Cost,Equipment_Cost,Labour_Cost,Electrical_Cost,Material_Cost,Transport,Safety,GST,Profit,Total
QTN-00625,2026-08-21,Green Homes,Project 84,Flooring,Nos,168,340,23,845,375,4515,2401,25924,64973,6406,322886,8403.78,4201.89,77903.04,51069.77,561767.48
QTN-00626,2026-01-16,ABC Builders,Project 37,RCC,Nos,272,200,485,472,459,7541,2940,8207,93110,14717,283133,7983.34,3991.67,74005.56,48514.76,533662.33
QTN-00627,2026-08-11,Green Homes,Project 2,Earthwork,Nos,224,570,407,876,975,9788,1812,27477,49213,18468,547421,12851.58,6425.79,119134.15,78099.05,859089.57
QTN-00628,2026-04-21,XYZ Infra,Project 91,RCC,Nos,213,308,741,424,1887,9455,1014,24572,45826,10198,466939,10950.7,5475.35,101512.99,66547.4,732021.44
QTN-00629,2026-05-27,Skyline,Project 79,Waterproofing,Nos,139,137,265,92,3104,2852,4390,45155,3613,287,353896,8059.02,4029.51,74707.12,48974.66,538721.31
QTN-00630,2026-01-12,XYZ Infra,Project 26,Brickwork,Nos,395,478,221,165,1581,2105,2424,11813,26095,1409,390419,8594.72,4297.36,79673.05,52230.11,574531.25
QTN-00631,2026-03-20,Skyline,Project 22,Flooring,Nos,446,479,398,41,2765,3158,2565,11491,29037,6366,487514,10688.16,5344.08,99079.24,64951.95,714471.43
QTN-00632,2026-10-02,XYZ Infra,Project 9,Earthwork,Nos,383,334,567,702,2173,4992,1742,24084,28352,18301,484553,11105.8,5552.9,102950.77,67489.95,742389.41
QTN-00633,2026-04-27,ABC Builders,Project 77,Painting,Nos,76,507,452,51,4040,1139,1672,46514,74708,15745,584214,14423.62,7211.81,133706.96,87652.34,964175.73
QTN-00634,2026-11-14,ABC Builders,Project 56,RCC,Nos,230,476,14,15,4922,4741,4761,25614,39788,15705,628959,14201.32,7100.66,131646.24,86301.42,949315.64
QTN-00635,2026-07-22,Green Homes,Project 94,RCC,Nos,165,236,103,552,4104,1257,4410,2078,68569,5870,502946,11589.26,5794.63,107432.44,70427.93,774707.26
QTN-00636,2026-03-08,XYZ Infra,Project 37,Plastering,Nos,163,597,123,188,2504,3362,1930,8785,22814,12997,517676,11245.44,5622.72,104245.23,68338.54,751723.93
QTN-00637,2026-08-14,ABC Builders,Project 18,RCC,Nos,347,181,34,374,1674,6663,1339,14847,87204,18837,309243,8602.62,4301.31,79746.29,52278.12,575059.34
QTN-00638,2026-03-04,ABC Builders,Project 11,Plastering,Nos,407,116,410,858,3194,4484,1562,22120,32386,300,464944,10395,5197.5,96361.65,63170.42,694874.57
QTN-00639,2026-02-03,Green Homes,Project 57,Brickwork,Nos,301,58,661,616,3515,8649,715,32341,39797,3793,486432,11247.26,5623.63,104262.1,68349.6,751845.59
QTN-00640,2026-04-23,ABC Builders,Project 56,Plastering,Nos,437,408,599,896,2610,7874,3788,30842,86132,18229,601570,14735.46,7367.73,136597.71,89547.39,985021.29
QTN-00641,2026-08-06,SPPS Construction,Project 83,PCC,Nos,353,577,437,301,1085,8945,4873,42099,7315,4486,488538,10848.76,5424.38,100568.01,65927.91,725207.06
QTN-00642,2026-05-08,ABC Builders,Project 84,Flooring,Nos,343,89,1,507,1393,1003,1420,47882,63660,12421,214889,6777.04,3388.52,62823.16,41184.07,453024.79
QTN-00643,2026-01-16,Skyline,Project 51,Brickwork,Nos,392,439,56,737,2897,251,2453,18695,78558,1483,512206,12218.84,6109.42,113268.65,74253.89,816792.8
QTN-00644,2026-07-24,Green Homes,Project 10,Painting,Nos,399,64,368,501,2956,5658,3338,34069,28835,6730,388662,9165.92,4582.96,84968.08,55701.3,612714.25
QTN-00645,2026-02-19,Skyline,Project 4,Brickwork,Nos,479,565,540,539,172,9676,910,43662,68869,8303,453348,11483.64,5741.82,106453.34,69786.08,767646.88
QTN-00646,2026-07-15,ABC Builders,Project 35,Plastering,Nos,95,172,184,876,410,1850,884,39934,47581,12096,243674,6865.7,3432.85,63645.04,41722.86,458951.45
QTN-00647,2026-06-03,Skyline,Project 66,Flooring,Nos,70,85,229,292,4872,2208,143,10990,84202,1969,474817,11439.56,5719.78,106044.72,69518.21,764700.27
QTN-00648,2026-02-03,SPPS Construction,Project 65,Flooring,Nos,196,201,139,714,2267,1464,695,38451,23887,8234,369682,8805.08,4402.54,81623.09,53508.47,588593.18
QTN-00649,2026-05-18,ABC Builders,Project 26,Earthwork,Nos,40,310,113,835,1528,9872,1125,2290,74508,8203,443441,10568.84,5284.42,97973.15,64226.84,706495.25
QTN-00650,2026-08-10,Green Homes,Project 41,Painting,Nos,311,14,298,577,3360,9027,2646,7722,80163,7657,426242,10435.68,5217.84,96738.75,63417.63,697593.9
QTN-00651,2026-11-17,ABC Builders,Project 38,Plastering,Nos,369,223,176,470,4256,28,1611,34874,61499,8497,491865,11934.7,5967.35,110634.67,72527.17,797798.89
QTN-00652,2026-12-28,XYZ Infra,Project 27,Waterproofing,Nos,434,204,318,285,562,334,3907,21694,22514,19494,200169,5277.42,2638.71,48921.68,32070.88,352779.69
QTN-00653,2026-09-26,ABC Builders,Project 93,Earthwork,Nos,189,365,57,763,698,8882,3439,36056,91976,12534,387215,10555.62,5277.81,97850.6,64146.5,705611.53
QTN-00654,2026-02-14,Green Homes,Project 14,Plastering,Nos,313,552,788,362,288,5825,4827,5740,9907,14167,427907,9154.42,4577.21,84861.47,55631.41,611945.51
QTN-00655,2026-10-04,Green Homes,Project 49,Plastering,Nos,321,441,430,72,3556,774,1350,38682,71742,13462,515732,12792.36,6396.18,118585.18,77739.17,855130.89
QTN-00656,2026-10-28,XYZ Infra,Project 93,Waterproofing,Nos,182,238,779,359,2348,6385,4300,42786,69298,12963,443980,11380.54,5690.27,105497.61,69159.54,760754.96
QTN-00657,2026-03-15,ABC Builders,Project 65,Brickwork,Nos,391,351,31,681,2517,1925,1851,23120,66549,19351,448176,11143.92,5571.96,103304.14,67721.6,744937.62
QTN-00658,2026-10-14,XYZ Infra,Project 85,Waterproofing,Nos,42,202,498,72,3625,5037,4073,6917,79896,1594,455624,10880.62,5440.31,100863.35,66121.53,727336.81
QTN-00659,2026-09-24,XYZ Infra,Project 10,Plastering,Nos,418,246,108,814,395,8841,1570,14941,84590,9856,318943,8566.6,4283.3,79412.38,52059.23,572651.51
QTN-00660,2026-11-12,SPPS Construction,Project 6,Flooring,Nos,246,304,756,818,1310,8157,3117,40712,49822,18927,462063,11430.48,5715.24,105960.55,69463.03,764093.3
QTN-00661,2026-06-13,XYZ Infra,Project 84,Flooring,Nos,283,378,325,883,1623,8656,3672,30005,41520,15572,496705,11676.04,5838.02,108236.89,70955.3,780508.25
QTN-00662,2026-12-26,Green Homes,Project 18,PCC,Nos,173,365,611,259,2857,5103,2590,31809,81350,19089,501899,12682.94,6341.47,117570.85,77074.23,847816.49
QTN-00663,2026-05-19,Green Homes,Project 58,Waterproofing,Nos,130,291,453,846,3161,2391,3302,49367,23795,16485,528215,12357.24,6178.62,114551.61,75094.95,826044.42
QTN-00664,2026-02-17,ABC Builders,Project 62,Painting,Nos,102,351,719,407,1001,4509,679,40278,59602,2700,376136,9574.32,4787.16,88753.95,58183.14,640014.57
QTN-00665,2026-05-10,Skyline,Project 97,Flooring,Nos,20,149,667,763,3537,562,4808,17895,42641,2367,486549,10989.04,5494.52,101868.4,66780.4,734584.36
QTN-00666,2026-08-08,ABC Builders,Project 82,RCC,Nos,244,432,168,180,4464,2812,3328,42298,57256,3760,590064,13867.56,6933.78,128552.28,84273.16,927004.78
QTN-00667,2026-12-21,ABC Builders,Project 16,Earthwork,Nos,20,73,680,408,4670,178,3344,47035,76959,12884,491228,12562.12,6281.06,116450.85,76340,839740.04
QTN-00668,2026-10-19,SPPS Construction,Project 6,Brickwork,Nos,162,233,592,747,3703,8153,4583,43827,65537,11207,589382,14199.06,7099.53,131625.29,86287.69,949164.56
QTN-00669,2026-01-26,XYZ Infra,Project 36,RCC,Nos,15,295,750,22,3464,176,1546,19626,75360,1522,458144,11093.04,5546.52,102832.48,67412.4,741536.44
QTN-00670,2026-08-01,XYZ Infra,Project 33,Painting,Nos,401,366,221,739,1385,9112,350,7660,95553,2042,448181,11068.72,5534.36,102607.03,67264.61,739910.73
QTN-00671,2026-02-01,XYZ Infra,Project 85,Waterproofing,Nos,428,54,507,410,4331,1960,1017,2446,14411,18015,455582,9809.08,4904.54,90930.17,59609.78,655707.57
QTN-00672,2026-11-20,XYZ Infra,Project 17,Brickwork,Nos,275,122,689,73,1469,1707,663,31672,24292,4866,243274,6082.08,3041.04,56380.88,36960.8,406568.8
QTN-00673,2026-05-15,ABC Builders,Project 14,Flooring,Nos,431,332,27,39,1730,5739,3522,25600,94676,15923,335424,9432.46,4716.23,87438.9,57321.06,630531.65
QTN-00674,2026-03-21,Green Homes,Project 26,Plastering,Nos,455,520,465,282,2430,7223,2471,30857,95402,14448,547545,13765.04,6882.52,127601.92,83650.15,920151.63
QTN-00675,2026-11-19,SPPS Construction,Project 64,Brickwork,Nos,31,471,28,516,4942,7538,822,34745,14510,16860,707886,15480.02,7740.01,143499.79,94072.08,1034792.9
QTN-00676,2026-08-01,Skyline,Project 52,Earthwork,Nos,318,527,635,218,421,483,1739,10414,86121,16756,351288,9291.58,4645.79,86132.95,56464.93,621114.25
QTN-00677,2026-09-08,SPPS Construction,Project 23,Brickwork,Nos,471,8,303,279,4682,5619,4142,425,67320,599,461564,10598.16,5299.08,98244.94,64405.02,708455.2
QTN-00678,2026-11-25,ABC Builders,Project 16,Earthwork,Nos,374,193,770,487,3201,9639,2737,3990,26585,384,526814,11155.46,5577.73,103411.11,67791.73,745709.03
QTN-00679,2026-01-08,SPPS Construction,Project 12,Brickwork,Nos,214,263,162,646,962,7018,1993,39636,32519,1878,339117,8263,4131.5,76598.01,50214.25,552356.76
QTN-00680,2026-01-21,XYZ Infra,Project 63,Earthwork,Nos,206,579,733,315,1364,4240,4821,12251,10005,15133,498031,10708.4,5354.2,99266.87,65074.95,715824.41
QTN-00681,2026-01-09,ABC Builders,Project 28,Painting,Nos,175,79,690,197,4519,5880,4790,35397,73004,11895,505145,12508.82,6254.41,115956.76,76016.1,836177.09
QTN-00682,2026-07-25,XYZ Infra,Project 55,Painting,Nos,305,140,634,469,3856,1070,722,42063,76887,16813,468482,12084.9,6042.45,112027.02,73439.94,807839.31
QTN-00683,2026-02-05,XYZ Infra,Project 94,Waterproofing,Nos,155,123,79,320,3431,6819,4458,23205,24118,10080,416405,9476.16,4738.08,87844,57586.62,633452.87
QTN-00684,2026-05-24,Green Homes,Project 97,Painting,Nos,77,411,658,843,4860,8821,1710,37423,46398,14453,775528,17476.04,8738.02,162002.89,106201.9,1168220.85
QTN-00685,2026-04-27,Green Homes,Project 78,PCC,Nos,113,498,278,764,463,3177,4057,26505,32074,5844,402218,9332.82,4666.41,86515.24,56715.55,623871.02
QTN-00686,2026-02-09,Green Homes,Project 1,Painting,Nos,288,305,67,120,793,7915,2315,12187,40480,14054,282120,6976.82,3488.41,64675.12,42398.14,466379.49
QTN-00687,2026-07-27,ABC Builders,Project 85,Brickwork,Nos,310,218,48,331,3600,7413,579,49409,74890,18705,471543,12290.94,6145.47,113937.01,74692.04,821612.47
QTN-00688,2026-05-15,SPPS Construction,Project 98,RCC,Nos,129,257,694,463,4372,1868,964,12648,52418,6695,570538,12845.98,6422.99,119082.23,78065.02,858715.23
QTN-00689,2026-05-04,SPPS Construction,Project 19,Plastering,Nos,222,353,169,770,2992,9493,350,20710,86429,12166,565464,13695.38,6847.69,126956.17,83226.82,915495.07
QTN-00690,2026-06-27,SPPS Construction,Project 57,RCC,Nos,134,179,245,649,918,4223,582,25895,20642,297,281246,6561.6,3280.8,60826.03,39874.84,438623.28
QTN-00691,2026-03-25,Skyline,Project 84,Plastering,Nos,288,22,419,817,3120,4386,2821,49265,36035,9329,413369,10159.96,5079.98,94182.83,61742.08,679162.85
QTN-00692,2026-06-08,SPPS Construction,Project 32,Flooring,Nos,139,308,229,463,2735,2036,4599,1016,27803,6456,438492,9475.34,4737.67,87836.4,57581.64,633398.05
QTN-00693,2026-04-03,Green Homes,Project 11,Painting,Nos,171,507,214,47,4408,8058,2926,11318,23327,11541,648900,13901.72,6950.86,128868.94,84480.75,929288.28
QTN-00694,2026-08-03,ABC Builders,Project 18,PCC,Nos,165,361,305,528,4925,9106,4964,47318,10244,10584,697397,15310.86,7655.43,141931.67,93044.1,1023485.06
QTN-00695,2026-02-12,Green Homes,Project 17,RCC,Nos,78,307,296,98,265,7777,722,12940,47900,10808,256403,6561.02,3280.51,60820.66,39871.32,438584.5
QTN-00696,2026-10-11,Green Homes,Project 4,PCC,Nos,234,400,554,439,2098,1586,3522,46551,71177,12751,450560,11620.78,5810.39,107724.63,70619.48,776814.28
QTN-00697,2026-10-15,Green Homes,Project 72,PCC,Nos,343,466,589,264,4204,4404,1326,36086,98937,19845,640358,15904.52,7952.26,147434.9,96651.77,1063169.45
QTN-00698,2026-03-14,XYZ Infra,Project 21,Flooring,Nos,263,396,127,223,2963,3766,4449,4569,83192,3826,471922,11270.18,5635.09,104474.57,68488.88,753377.72
QTN-00699,2026-08-14,ABC Builders,Project 53,Painting,Nos,386,415,585,249,1334,6100,1910,36681,86236,2575,414190,10793.64,5396.82,100057.04,65592.95,721522.45
QTN-00700,2026-10-26,XYZ Infra,Project 30,Waterproofing,Nos,288,339,493,181,1265,991,259,11258,40034,15436,316772,7670,3835,71100.9,46610.59,512716.49
QTN-00701,2026-07-03,Skyline,Project 92,Painting,Nos,284,524,485,594,4345,8765,3163,36073,22333,16659,745038,16402.06,8201.03,152047.1,99675.32,1096428.5
QTN-00702,2026-10-20,SPPS Construction,Project 22,Waterproofing,Nos,141,297,182,31,1182,3944,3690,5341,48362,3462,275822,6659.74,3329.87,61735.79,40471.24,445183.64
QTN-00703,2026-06-19,ABC Builders,Project 32,Earthwork,Nos,146,115,305,805,4293,7200,3554,36600,77349,7698,555879,13550.52,6775.26,125613.32,82346.51,905811.61
QTN-00704,2026-01-02,Green Homes,Project 98,Painting,Nos,99,469,789,706,2193,9148,4379,28887,59442,15439,600928,14093.92,7046.96,130650.64,85648.75,942136.27
QTN-00705,2026-07-28,Green Homes,Project 28,PCC,Nos,249,159,432,688,3346,6471,4201,25079,89839,9000,495589,12390.14,6195.07,114856.6,75294.88,828243.69
QTN-00706,2026-10-02,XYZ Infra,Project 28,Brickwork,Nos,291,549,679,669,245,2138,3340,47042,89565,19635,420469,11534.22,5767.11,106922.22,70093.45,771028
QTN-00707,2026-01-19,ABC Builders,Project 48,Waterproofing,Nos,119,541,449,607,1516,729,4163,10342,77526,753,475905,11290.52,5645.26,104663.12,68612.49,754737.39
QTN-00708,2026-02-25,Skyline,Project 69,Earthwork,Nos,176,133,645,480,2635,8693,230,28636,92777,11956,436449,11396.36,5698.18,105644.26,69255.68,761812.48
QTN-00709,2026-12-02,ABC Builders,Project 99,Brickwork,Nos,314,600,0,745,3542,3938,3580,41071,92277,11419,660134,16098.02,8049.01,149228.65,97827.67,1076104.34
QTN-00710,2026-08-13,Green Homes,Project 19,PCC,Nos,349,172,614,696,126,7516,1355,41190,18326,14401,280973,7097.8,3548.9,65796.61,43133.33,474466.64
QTN-00711,2026-07-25,XYZ Infra,Project 83,Plastering,Nos,277,392,681,352,4829,9686,1526,9184,33541,13801,714309,15416.7,7708.35,142912.81,93687.29,1030560.14
QTN-00712,2026-05-28,ABC Builders,Project 86,PCC,Nos,368,536,506,837,4095,1709,661,504,70277,8034,703578,15647.86,7823.93,145055.66,95092.05,1046012.5
QTN-00713,2026-04-25,Skyline,Project 79,PCC,Nos,138,151,506,276,1877,7031,1563,23310,67106,4819,340136,8707.42,4353.71,80717.78,52914.99,582064.9
QTN-00714,2026-11-07,SPPS Construction,Project 4,PCC,Nos,305,409,327,658,993,3160,3442,29243,97002,5056,392367,10473.36,5236.68,97088.05,63646.61,700112.7
QTN-00715,2026-04-16,SPPS Construction,Project 65,Painting,Nos,190,16,118,361,1553,3164,4597,1706,47925,524,206344,5129.98,2564.99,47554.91,31174.89,342923.77
QTN-00716,2026-03-12,SPPS Construction,Project 39,Brickwork,Nos,24,409,275,94,1845,6934,1314,15815,34156,3409,412491,9317.42,4658.71,86372.48,56621.96,622841.57
QTN-00717,2026-09-05,SPPS Construction,Project 69,Waterproofing,Nos,467,490,209,82,2233,4151,1136,13560,59550,9415,448879,10628.08,5314.04,98522.3,64586.84,710455.26
QTN-00718,2026-02-02,Green Homes,Project 40,Waterproofing,Nos,155,223,109,310,2923,7249,674,6308,18359,12510,424161,9226.76,4613.38,85532.07,56071.02,616781.23
QTN-00719,2026-01-01,Skyline,Project 21,Plastering,Nos,277,213,8,553,2653,3416,262,23919,5871,19424,389415,8772.58,4386.29,81321.82,53310.97,586420.66
QTN-00720,2026-01-17,ABC Builders,Project 20,RCC,Nos,418,333,306,891,1752,8337,3789,7608,71409,13955,483135,11522.14,5761.07,106810.24,70020.04,770220.49
QTN-00721,2026-03-15,Green Homes,Project 80,Earthwork,Nos,184,103,91,861,3669,5641,506,23657,17221,10324,477759,10579.22,5289.61,98069.37,64289.92,707189.12
QTN-00722,2026-07-14,Skyline,Project 91,Plastering,Nos,173,63,18,72,1532,8426,2425,31744,4495,823,223163,5204.5,2602.25,48245.71,31627.75,347905.21
QTN-00723,2026-06-21,XYZ Infra,Project 59,RCC,Nos,121,370,120,576,4551,7137,334,44722,87874,14214,643975,15815.7,7907.85,146611.54,96112.01,1057232.1
QTN-00724,2026-11-08,Skyline,Project 28,RCC,Nos,303,221,416,13,4420,5703,2965,20259,19446,9267,514379,11267.02,5633.51,104445.28,68469.68,753166.49
QTN-00725,2026-12-11,ABC Builders,Project 56,RCC,Nos,204,122,10,250,4437,3378,1854,48307,27064,2645,447353,10507.38,5253.69,97403.41,63853.35,702386.83
QTN-00726,2026-08-12,Skyline,Project 86,PCC,Nos,35,211,350,478,330,735,2015,15728,40203,15122,212955,5680.16,2840.08,52655.08,34518.33,379701.66
QTN-00727,2026-02-02,Skyline,Project 74,Painting,Nos,107,247,776,256,2857,7539,2011,33882,31733,6573,480548,11054.72,5527.36,102477.25,67179.53,738974.87
QTN-00728,2026-04-10,XYZ Infra,Project 48,Earthwork,Nos,259,94,344,700,3267,1836,3717,1958,15245,5017,417250,8789.4,4394.7,81477.74,53413.18,587545.02
QTN-00729,2026-02-15,XYZ Infra,Project 65,Earthwork,Nos,243,205,99,465,1963,4911,3106,10274,85513,85,345589,8829.22,4414.61,81846.87,53655.17,590206.87
QTN-00730,2026-03-20,ABC Builders,Project 59,PCC,Nos,426,578,424,314,2180,6528,867,23353,86757,15183,548291,13471.68,6735.84,124882.47,81867.4,900541.39
QTN-00731,2026-07-03,XYZ Infra,Project 78,Earthwork,Nos,356,137,772,330,2361,3098,1936,39185,98174,12724,366805,10337.76,5168.88,95831.04,62822.57,691048.24
QTN-00732,2026-10-12,Skyline,Project 45,Earthwork,Nos,78,494,435,480,2668,1246,925,21988,31657,11448,525693,11815.72,5907.86,109531.72,71804.13,789845.43
QTN-00733,2026-01-12,Green Homes,Project 48,Flooring,Nos,207,121,172,116,1692,63,2159,17413,28805,2108,211693,5200.38,2600.19,48207.52,31602.71,347629.8
QTN-00734,2026-07-01,Skyline,Project 95,PCC,Nos,13,566,536,168,4579,4192,2733,31875,13630,1916,697434,14897.1,7448.55,138096.12,90529.68,995826.44
QTN-00735,2026-03-12,Green Homes,Project 45,Painting,Nos,35,221,346,434,2945,7303,4164,21371,78646,4832,462673,11350.44,5675.22,105218.58,68976.62,758742.86
QTN-00736,2026-02-13,Skyline,Project 93,Earthwork,Nos,117,360,401,187,3305,7174,4605,13087,64382,2775,526392,12132.72,6066.36,112470.31,73730.54,811035.93
QTN-00737,2026-09-07,Skyline,Project 12,Painting,Nos,34,475,311,772,1352,1560,2394,46800,90600,2375,447544,11746.38,5873.19,108888.94,71382.75,785210.26
QTN-00738,2026-12-09,XYZ Infra,Project 20,PCC,Nos,491,254,10,137,529,9357,4026,4725,40652,11875,250097,6146.98,3073.49,56982.5,37355.2,410907.17
QTN-00739,2026-10-10,SPPS Construction,Project 60,Waterproofing,Nos,143,272,729,417,808,6924,986,32620,53495,18880,347738,9054.66,4527.33,83936.7,55025.17,605276.86
QTN-00740,2026-09-21,XYZ Infra,Project 19,Waterproofing,Nos,56,324,348,149,4115,5314,2956,41497,5087,16566,545613,12175.26,6087.63,112864.66,73989.06,813879.61
QTN-00741,2026-08-02,SPPS Construction,Project 50,Brickwork,Nos,497,598,395,521,2567,454,4596,27181,49253,6104,563973,12930.22,6465.11,119863.14,78576.95,864346.42
QTN-00742,2026-11-15,XYZ Infra,Project 94,Painting,Nos,414,165,225,766,3891,8960,1826,48269,60467,14659,549501,13457.92,6728.96,124754.92,81783.78,899621.58
QTN-00743,2026-06-23,Skyline,Project 22,Earthwork,Nos,423,538,50,77,1287,3600,2650,39853,50479,15227,383315,9777.48,4888.74,90637.24,59417.75,653595.21
QTN-00744,2026-07-24,Skyline,Project 37,Earthwork,Nos,346,582,777,195,4474,2630,737,43348,37098,1057,704787,15725.8,7862.9,145778.17,95565.69,1051222.55
QTN-00745,2026-03-28,XYZ Infra,Project 6,RCC,Nos,403,118,495,147,4861,246,3436,35685,26674,11928,480319,11092.12,5546.06,102823.95,67406.81,741474.95
QTN-00746,2026-05-22,Skyline,Project 19,PCC,Nos,299,432,249,580,1480,5293,3522,15832,59442,2499,440786,10371.18,5185.59,96140.84,63025.66,693282.27
QTN-00747,2026-03-09,ABC Builders,Project 12,PCC,Nos,148,369,278,70,1130,1779,2112,42474,5551,6664,297784,7049.46,3524.73,65348.49,42839.57,471235.25
QTN-00748,2026-03-04,Green Homes,Project 49,Plastering,Nos,440,97,164,242,4091,6283,4867,559,14353,1549,447766,9284.54,4642.27,86067.69,56422.15,620643.65
QTN-00749,2026-06-23,SPPS Construction,Project 26,Painting,Nos,35,212,538,605,4369,168,1625,35292,19799,2051,541684,11976.52,5988.26,111022.34,72781.31,800594.43
QTN-00750,2026-04-08,ABC Builders,Project 12,Earthwork,Nos,204,102,270,151,2168,948,1705,28467,14591,5543,257509,6122.2,3061.1,56752.79,37204.61,409250.7
QTN-00751,2026-03-21,SPPS Construction,Project 46,Brickwork,Nos,122,541,553,176,906,6337,2898,42944,42870,5315,430354,10429.66,5214.83,96682.95,63381.04,697191.48
QTN-00752,2026-10-01,Green Homes,Project 76,Waterproofing,Nos,303,529,342,796,4682,2580,4332,913,30425,19223,737052,15752.26,7876.13,146023.45,95726.48,1052991.32
QTN-00753,2026-04-11,XYZ Infra,Project 59,Earthwork,Nos,485,438,683,321,2144,8561,2644,41826,43907,16128,522192,12481.06,6240.53,115699.43,75847.4,834321.42
QTN-00754,2026-05-17,ABC Builders,Project 27,Waterproofing,Nos,492,260,402,268,847,809,1391,48136,25775,11311,252708,6758.6,3379.3,62652.22,41072.01,451792.13
QTN-00755,2026-06-27,ABC Builders,Project 75,Earthwork,Nos,47,314,735,882,660,5404,4512,41681,19081,10784,403184,9494.6,4747.3,88014.94,57698.68,634685.53
QTN-00756,2026-02-05,Skyline,Project 70,Plastering,Nos,21,135,276,471,1504,3106,1612,21760,29588,3179,278610,6662.74,3331.37,61763.6,40489.47,445384.18
QTN-00757,2026-05-02,SPPS Construction,Project 47,Plastering,Nos,487,127,232,805,2440,8848,2324,46939,71756,12767,428418,11197.6,5598.8,103801.75,68047.82,748525.97
QTN-00758,2026-07-08,Skyline,Project 34,Waterproofing,Nos,133,65,336,752,85,3902,1497,18503,27284,12562,185458,4876.14,2438.07,45201.82,29632.3,325955.33
QTN-00759,2026-10-18,ABC Builders,Project 95,RCC,Nos,491,427,51,718,3506,5075,2746,46773,36151,4271,588686,13517.62,6758.81,125308.34,82146.58,903612.34
QTN-00760,2026-05-22,SPPS Construction,Project 80,PCC,Nos,446,214,794,475,3190,5277,405,17911,48812,9984,498691,11507.96,5753.98,106678.79,69933.87,769272.6
QTN-00761,2026-06-24,SPPS Construction,Project 13,PCC,Nos,431,263,294,471,186,5158,3786,24365,79503,19681,257390,7618.78,3809.39,70626.09,46299.33,509292.59
QTN-00762,2026-03-09,XYZ Infra,Project 30,Brickwork,Nos,272,448,595,437,1903,4827,2281,668,94905,627,485262,11629.24,5814.62,107803.05,70670.89,777379.81
QTN-00763,2026-06-07,Green Homes,Project 20,Earthwork,Nos,403,534,709,683,3992,1689,490,42008,9013,11731,692382,15102.68,7551.34,140001.84,91778.99,1009568.85
QTN-00764,2026-09-15,Green Homes,Project 45,Earthwork,Nos,293,237,196,738,2447,7836,4826,14939,85247,8152,461929,11405.34,5702.67,105727.5,69310.25,762412.76
QTN-00765,2026-02-14,Skyline,Project 11,Flooring,Nos,270,114,732,84,83,2940,2032,35022,34247,7030,151717,4560.32,2280.16,42274.17,27713.06,304843.71
QTN-00766,2026-10-21,SPPS Construction,Project 50,Waterproofing,Nos,483,6,787,884,1211,8972,2518,31479,50650,12368,336859,8627.12,4313.56,79973.4,52427.01,576697.09
QTN-00767,2026-09-15,ABC Builders,Project 67,Brickwork,Nos,20,576,733,604,4335,4251,2450,45382,41733,3407,751903,16848.5,8424.25,156185.6,102388.33,1126271.68
QTN-00768,2026-06-15,SPPS Construction,Project 60,Waterproofing,Nos,498,268,336,289,1154,3525,406,36177,3023,10650,297316,6943.32,3471.66,64364.58,42194.56,464140.11
QTN-00769,2026-04-14,Skyline,Project 95,Brickwork,Nos,334,320,734,98,4998,206,4571,29362,72508,17495,595549,14298.28,7149.14,132545.06,86890.65,955797.12
QTN-00770,2026-06-25,XYZ Infra,Project 22,Brickwork,Nos,392,106,186,566,2447,7609,3490,39188,48401,10447,378387,9528.46,4764.23,88328.82,57904.45,636948.97
QTN-00771,2026-05-23,ABC Builders,Project 63,PCC,Nos,160,465,151,291,1719,6312,2890,3882,19986,12546,438561,9499.5,4749.75,88060.36,57728.46,635013.08
QTN-00772,2026-04-17,XYZ Infra,Project 20,Brickwork,Nos,100,340,697,785,2815,3788,4139,2075,74012,6089,548528,12614.08,6307.04,116932.52,76655.76,843213.41
QTN-00773,2026-05-13,XYZ Infra,Project 69,Painting,Nos,71,540,552,256,1355,6654,1128,44500,95849,912,473865,12302.52,6151.26,114044.36,74762.41,822386.55
QTN-00774,2026-10-22,Green Homes,Project 10,Waterproofing,Nos,372,581,123,145,1753,6045,1767,21249,32099,17688,470292,10826.56,5413.28,100362.21,65793.01,723723.06
QTN-00775,2026-03-02,Skyline,Project 9,Flooring,Nos,490,117,503,473,600,5217,1981,29672,27268,4038,238367,5986.9,2993.45,55498.56,36382.39,400206.3
QTN-00776,2026-08-08,Green Homes,Project 95,Flooring,Nos,87,108,473,279,4074,6023,473,47862,85858,17083,474127,12498.6,6249.3,115862.02,75953.99,835493.91
QTN-00777,2026-09-23,Skyline,Project 4,Earthwork,Nos,87,527,154,225,2709,4313,2073,15679,96669,12262,516222,12816.64,6408.32,118810.25,77886.72,856753.93
QTN-00778,2026-11-12,ABC Builders,Project 81,Flooring,Nos,179,185,522,603,4359,5535,4799,28350,89992,1563,573374,13865.58,6932.79,128533.93,84261.13,926872.43
QTN-00779,2026-11-14,ABC Builders,Project 47,Painting,Nos,103,79,404,0,39,2262,2138,13918,35712,4223,91029,2897.64,1448.82,26861.12,17608.96,193698.54
QTN-00780,2026-05-04,SPPS Construction,Project 28,RCC,Nos,248,389,210,190,2753,3867,2276,4733,98133,1961,454337,11183.28,5591.64,103669.01,67960.79,747568.72
